latitude,longitude,Trap_locat,Samples_Co,Diuraphis,Schizaphis,Rhopalosip,Sitobion_a,Metopoloph,Rhopalos_1,Metopolo_1,Sipha_Eleg,Aphis_Midd,Rhopalos_2,Rhopalos_3,Tetraneura,Others,F18,F19,F20,F21
47.001225,-118.565184,Lind,9/4/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
47.001225,-118.565184,Lind,9/11/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,,,
47.001225,-118.565184,Lind,9/18/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,9.000000,,,,
47.001225,-118.565184,Lind,9/18/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,13.000000,,,,
47.001225,-118.565184,Lind,9/25/2012,0.000000,0.000000,3.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,35.000000,,,,
47.001225,-118.565184,Lind,10/10/2012,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000,5.000000,154.000000,,,,
47.001225,-118.565184,Lind,10/16/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,75.000000,,,,
47.001225,-118.565184,Lind,10/23/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,,,,
47.001225,-118.565184,Lind,10/31/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,6/8/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,6/15/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,6/22/2012,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,6/29/2012,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,7/6/2012,0.000000,0.000000,0.000000,4.000000,5.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,7/13/2012,0.000000,0.000000,0.000000,4.000000,3.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,7.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,7/20/2012,0.000000,0.000000,2.000000,5.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,7/27/2012,0.000000,0.000000,8.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,8/3/2012,0.000000,0.000000,1.000000,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,8/10/2012,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,111.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,8/17/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,8/31/2012,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,5.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,9/7/2012,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,9/14/2012,0.000000,0.000000,6.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,9/21/2012,0.000000,0.000000,6.000000,0.000000,10.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,19.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,9/28/2012,0.000000,0.000000,7.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,10/5/2012,0.000000,0.000000,6.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,55.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,10/12/2012,0.000000,0.000000,7.000000,0.000000,11.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,10/19/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
46.759878,-117.195286,Palouse Conservation Farm,10/26/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
45.720167,-118.626150,Pendleton Station,5/14/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
45.720167,-118.626150,Pendleton Station,5/21/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
45.720167,-118.626150,Pendleton Station,5/28/2012,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
45.720167,-118.626150,Pendleton Station,6/4/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,,,,
45.720167,-118.626150,Pendleton Station,6/18/2012,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
45.720167,-118.626150,Pendleton Station,6/25/2012,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
45.720167,-118.626150,Pendleton Station,7/1/2012,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,,,,
45.720167,-118.626150,Pendleton Station,7/8/2012,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
45.720167,-118.626150,Pendleton Station,7/16/2012,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
45.720167,-118.626150,Pendleton Station,9/10/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,130.000000,,,,
45.720167,-118.626150,Pendleton Station,9/16/2012,0.000000,0.000000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,154.000000,,,,
45.720167,-118.626150,Pendleton Station,9/24/2012,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1153.000000,,,,
45.720167,-118.626150,Pendleton Station,10/8/2012,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4912.000000,,,,
45.720167,-118.626150,Pendleton Station,10/14/2012,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,629.000000,,,,
45.720167,-118.626150,Pendleton Station,10/26/2012,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4650.000000,,,,
45.720167,-118.626150,Pendleton Station,10/29/2012,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,130.000000,,,,
46.256388,-119.733195,Prosser station,5/4/2012,0.000000,0.000000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,,,,
46.256388,-119.733195,Prosser station,5/11/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
46.256388,-119.733195,Prosser station,5/25/2012,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.256388,-119.733195,Prosser station,6/1/2012,0.000000,0.000000,3.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
46.256388,-119.733195,Prosser station,6/8/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,,,,
46.256388,-119.733195,Prosser station,6/15/2012,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,,,,
46.256388,-119.733195,Prosser station,6/22/2012,0.000000,0.000000,5.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,,,,
46.256388,-119.733195,Prosser station,7/6/2012,0.000000,0.000000,2.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
46.256388,-119.733195,Prosser station,7/12/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
46.256388,-119.733195,Prosser station,7/13/2012,0.000000,0.000000,3.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,,,,
46.256388,-119.733195,Prosser station,7/20/2012,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,,,,
46.256388,-119.733195,Prosser station,8/3/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,8.000000,,,,
46.256388,-119.733195,Prosser station,8/19/2012,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,35.000000,,,,
46.256388,-119.733195,Prosser station,8/27/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,47.000000,,,,
46.256388,-119.733195,Prosser station,8/31/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,,,,
46.256388,-119.733195,Prosser station,9/14/2012,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,28.000000,,,,
46.256388,-119.733195,Prosser station,9/21/2012,0.000000,0.000000,3.000000,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,20.000000,87.000000,,,,
46.256388,-119.733195,Prosser station,9/28/2012,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,78.000000,,,,
46.256388,-119.733195,Prosser station,10/5/2012,0.000000,0.000000,10.000000,0.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,13.000000,202.000000,,,,
46.256388,-119.733195,Prosser station,10/12/2012,0.000000,0.000000,7.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,3.000000,158.000000,,,,
46.256388,-119.733195,Prosser station,10/19/2012,2.000000,0.000000,8.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2.000000,2.000000,0.000000,11.000000,158.000000,,,,
46.256388,-119.733195,Prosser station,10/26/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,,,,
46.256388,-119.733195,Prosser station,10/2/2012,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.000000,,,,
47.656669,-118.130464,Wilke Farm,6/6/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
47.656669,-118.130464,Wilke Farm,6/13/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
47.656669,-118.130464,Wilke Farm,6/20/2012,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,10.000000,,,,
47.656669,-118.130464,Wilke Farm,7/3/2012,1.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,73.000000,,,,
47.656669,-118.130464,Wilke Farm,7/11/2012,0.000000,0.000000,8.000000,2.000000,3.000000,0.000000,1.000000,0.000000,5.000000,2.000000,0.000000,0.000000,101.000000,,,,
47.656669,-118.130464,Wilke Farm,7/19/2012,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,3.000000,2.000000,0.000000,0.000000,110.000000,,,,
47.656669,-118.130464,Wilke Farm,7/27/2012,0.000000,0.000000,10.000000,2.000000,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,185.000000,,,,
47.656669,-118.130464,Wilke Farm,8/2/2012,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,,,,
47.656669,-118.130464,Wilke Farm,8/8/2012,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,58.000000,,,,
47.656669,-118.130464,Wilke Farm,8/17/2012,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,6.000000,,,,
47.656669,-118.130464,Wilke Farm,8/28/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,6.000000,,,,
47.656669,-118.130464,Wilke Farm,9/2/2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,,,,
47.656669,-118.130464,Wilke Farm,10/10/2012,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,19.000000,,,,
