latitude,longitude,Trap_locat,Samples_Co,Russian_Wh,Green_bug,Bird_Cherr,English_Gr,Ross_Grass,Corn_Leaf,Festucae_C,Sipha_Eleg,Aphis_Midd,Rhopalosip,Others,F16,F17,F18,F19
45.720167,-118.626150,Pendleton Station,9/19/2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.000000,,,,
45.720167,-118.626150,Pendleton Station,9/26/2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,,,,
45.720167,-118.626150,Pendleton Station,10/3/2011,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,105.000000,,,,
45.720167,-118.626150,Pendleton Station,10/10/2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.000000,,,,
45.720167,-118.626150,Pendleton Station,10/17/2011,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,,,,
45.720167,-118.626150,Pendleton Station,10/24/2011,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.000000,,,,
45.720167,-118.626150,Pendleton Station,10/31/2011,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.000000,,,,
47.656669,-118.130464,Wilke Farm,6/1/2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,
47.656669,-118.130464,Wilke Farm,6/24/2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
47.656669,-118.130464,Wilke Farm,7/1/2011,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,,,,
47.656669,-118.130464,Wilke Farm,7/8/2011,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,,,,
47.656669,-118.130464,Wilke Farm,9/16/2011,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,6.000000,,,,
47.656669,-118.130464,Wilke Farm,10/18/2011,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,,,,
47.656669,-118.130464,Wilke Farm,11/9/2011,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,,,,
